ID,Title,Automation Status,Created By,Created On,Expected Result,Forecast,Goals,Mission,PreConditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Expected Result),Steps (Step),Suite,Suite ID,Template,Type,Updated By,Updated On
C375966,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:16
C375967,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:16
C375968,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:16
C375969,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:16
C375970,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:17
C375971,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:17
C375972,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,Tumble Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:17
C375973,"html contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,Tumble Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:17
C375974,"html contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:18
C375975,"html contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:18
C375976,"html contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:19
C375977,"html contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:19
C375978,"jpg contentType ,Portrait Orientation,NaIndex_4x6_4x6in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,PhotoTray InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:19
C375979,"jpg contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:19
C375980,"jpg contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:19
C375981,"jpg contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_CMY Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:20
C375982,"pdf contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Hires PrintQuality ,Plain MediaType,None Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:20
C375983,"pdf contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:20
C375984,"pdf contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:20
C375985,"pdf contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:20
C375986,"pdf contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,LightGlossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:21
C375987,"pdf contentType ,Lanscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:21
C375988,"pdf contentType ,Portrait Orientation,NaIndex_4x6_4x6in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:21
C375989,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Best PrintQuality ,LightGlossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:21
C375990,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Best PrintQuality ,Plain MediaType,None Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:21
C375991,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Draft PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:22
C375992,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,LightGlossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:22
C375993,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:22
C375994,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:22
C375995,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:22
C375996,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:23
C375997,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Color Color,MainTray InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:23
C375998,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_CMY Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:23
C375999,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:23
C376000,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:25
C376001,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:25
C376002,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,OneSided Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:25
C376003,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:25
C376004,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:25
C376005,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:26
C376006,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:26
C376007,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,OneSided Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:26
C376008,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,OneSided Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:26
C376009,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Tumble Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:26
C376010,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HPGlossy130gsm MediaType,None Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:27
C376011,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HPGlossy160gsm MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:27
C376012,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HPPhoto MediaType,Tumble Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:27
C376013,"pdf contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,LightGlossy MediaType,Duplex Plex,Color Color,MainTray InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:27
C376014,"pptx contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:30
C376015,"pptx contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:30
C376016,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:30
C376017,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:31
